,price,size_standar,rooms_standar,bathrooms_standar,municipality_standar,distance_standar,floor_standar,hasLift_standar,propertyType_chalet_standar,propertyType_countryHouse_standar,propertyType_duplex_standar,propertyType_flat_standar,propertyType_penthouse_standar,propertyType_studio_standar,exterior_True_standar
0,750.0,0.16946367311920926,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-0.6657284671177661,0.4627691275810426,0.9219909898934718,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
1,750.0,0.7325991300894206,0.5595266001370525,-0.29587512153286505,0.2063478631504058,0.06956025613838611,-0.9816184488002521,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
2,590.0,0.7325991300894206,1.6682817648258128,3.3798042728946487,-2.740362258734449,3.3351689676485545,-1.609362511201668,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
3,684.0,-0.6752395123361077,-1.6579837292404682,-0.29587512153286505,0.775806783684318,-0.3735666435051163,-1.609362511201668,-2.5010330300558543,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,-1.9547111097008836,-0.13757705039341656,2.453923212008636,0.4727418412673544
4,600.0,0.9015397671804839,0.5595266001370525,-0.29587512153286505,-2.5651379501390448,1.758189398030013,0.4627691275810426,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
5,600.0,0.7889126757864416,-0.5492285645517079,-0.29587512153286505,-2.349855581911866,2.328466027485597,0.7716511905640407,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,4.883252384031963,-1.9547111097008836,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
6,700.0,-1.632569789185467,-1.6579837292404682,-0.29587512153286505,0.775806783684318,-0.7842400883013445,0.7716511905640407,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,-1.9547111097008836,-0.13757705039341656,2.453923212008636,0.4727418412673544
7,700.0,1.6336158612417586,0.5595266001370525,-0.29587512153286505,-0.8128948641849979,1.2811559037699554,0.4627691275810426,0.9219909898934718,-0.05572782125753528,-0.05572782125753528,4.883252384031963,-1.9547111097008836,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
8,700.0,-0.6752395123361077,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-1.068651833144496,0.5123734563962612,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,-2.115319425331891
9,695.0,0.3947178559072938,0.5595266001370525,-0.29587512153286505,0.2063478631504058,0.03742972123984102,0.7716511905640407,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
10,650.0,0.6199720386953783,0.5595266001370525,-0.29587512153286505,-1.2792867718049095,2.1899333694808147,-0.9816184488002521,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
11,700.0,-1.5199426977914245,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-0.9716951185385849,0.7716511905640407,0.9219909898934718,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,-2.115319425331891
12,700.0,-1.238374969306319,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-1.0809227911962018,0.7716511905640407,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,-2.115319425331891
13,700.0,-0.7878666037301499,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-0.8752227838557674,0.3449325241487583,0.9219909898934718,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
14,650.0,0.16946367311920926,0.5595266001370525,-0.29587512153286505,0.775806783684318,-0.9121163879980666,0.7716511905640407,-0.7895210200811913,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,0.4727418412673544
15,695.0,-0.9568072408212134,-0.5492285645517079,-0.29587512153286505,0.775806783684318,-1.0504875860284844,1.4603762442268509,0.9219909898934718,-0.05572782125753528,-0.05572782125753528,-0.20478155158843717,0.5115845482420279,-0.13757705039341656,-0.4075107139075714,-2.115319425331891
