,price,size_standar,municipality_standar,distance_standar,floor_standar,hasLift_standar,rooms_0_standar,rooms_1_standar,rooms_2_standar,rooms_3_standar,rooms_4_standar,bathrooms_1_standar,bathrooms_2_standar,bathrooms_3_standar,propertyType_chalet_standar,propertyType_countryHouse_standar,propertyType_duplex_standar,propertyType_flat_standar,propertyType_penthouse_standar,propertyType_studio_standar,exterior_True_standar
0,750.0,0.17846381739883932,0.7384748070269406,-0.6824807455175681,0.4729508034277351,0.9513199737678718,-0.41105415366029247,1.3509256086106296,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
1,750.0,0.7412473904054119,0.27647792524453585,0.0012389548049769898,-0.9724445630739533,-0.7892558667392255,-0.41105415366029247,-0.7402332101976052,1.3084341787036902,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
2,400.0,0.5724123185034401,-4.8151614937964204,2.9210854044915946,0.35503198205983455,-0.7892558667392255,-0.41105415366029247,-0.7402332101976052,1.3084341787036902,-0.39123039821797584,0.0,-3.2695038113471884,3.2695038113471884,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,-1.908883342804991,5.735852159879995,-0.40613846605344756,0.47310328132601676
3,590.0,0.7412473904054119,-2.114161396993249,3.037816205326197,-1.6006266202868513,-0.7892558667392255,-0.41105415366029247,-0.7402332101976052,-0.7642723006446788,2.556038601690775,0.0,-3.2695038113471884,3.2695038113471884,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
4,684.0,-0.6657115421110196,0.7384748070269406,-0.4108095119353008,-1.6006266202868513,-2.4465226921121204,2.4327694808466287,-0.7402332101976052,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,-1.908883342804991,-0.17434201093860166,2.4622144504490255,0.47310328132601676
5,600.0,0.9100824623073838,-1.972003497161502,1.571437129118402,0.4729508034277351,-0.7892558667392255,-0.41105415366029247,-0.7402332101976052,1.3084341787036902,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
6,600.0,0.7975257477060692,-1.7973468551504566,2.1017177574757206,0.7820483821743214,-0.7892558667392255,-0.41105415366029247,1.3509256086106296,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,5.0076863996183985,-1.908883342804991,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
7,550.0,-0.21548468370576151,0.7384748070269406,-0.9098618360178963,0.7820483821743214,-0.7892558667392255,-0.41105415366029247,1.3509256086106296,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
8,700.0,-1.6224436162221931,0.7384748070269406,-0.7926806269485625,0.7820483821743214,-0.7892558667392255,2.4327694808466287,-0.7402332101976052,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,-1.908883342804991,-0.17434201093860166,2.4622144504490255,0.47310328132601676
9,700.0,1.6417011072159282,-0.5504244988440303,1.1278600859469134,0.4729508034277351,0.9513199737678718,-0.41105415366029247,-0.7402332101976052,1.3084341787036902,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,5.0076863996183985,-1.908883342804991,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
10,700.0,-0.6657115421110196,0.7384748070269406,-1.0571453287751245,0.5225897425880758,-0.7892558667392255,-0.41105415366029247,1.3509256086106296,-0.7642723006446788,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,-2.1137033697952683
11,550.0,-0.15920632640510424,-1.6452786889229518,0.7585253334670142,-0.09410305227203054,-0.7892558667392255,-0.41105415366029247,-0.7402332101976052,1.3084341787036902,-0.39123039821797584,0.0,0.3058568081582853,-0.3058568081582853,0.0,-0.05439282932204212,-0.05439282932204212,-0.199693015935703,0.5238664812961067,-0.17434201093860166,-0.40613846605344756,0.47310328132601676
