,price,size,municipality,distance,floor,hasLift,rooms_0,rooms_1,rooms_2,rooms_3,rooms_4,bathrooms_1,bathrooms_2,bathrooms_3,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,exterior_True
105,735.0,35.0,705.6331317949237,11088,701.6979621920462,702.2716741801357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106,600.0,55.0,680.8257734019426,25189,670.4163818553365,673.696037921879,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
107,750.0,75.0,705.6331317949237,8286,670.4163818553365,687.6335443462581,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
108,600.0,25.0,705.6331317949237,183,698.291590668491,702.2716741801357,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
109,705.0,48.0,705.6331317949237,11472,710.7463805527138,702.2716741801357,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
110,650.0,62.0,688.8603520666804,43229,697.6398926981135,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
111,700.0,61.0,697.87082586322,23917,701.6979621920462,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
112,650.0,40.0,705.6331317949237,5088,690.1951758466795,702.2716741801357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113,700.0,40.0,705.6331317949237,3076,678.6636365033631,687.6335443462581,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
114,730.0,51.0,705.6331317949237,6767,710.7463805527138,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115,750.0,50.0,705.6331317949237,8331,697.6398926981135,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
116,680.0,56.0,693.2021808922763,19298,697.6398926981135,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
117,710.0,78.0,697.3742686460787,21617,710.7463805527138,687.6335443462581,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
118,720.0,47.0,705.6331317949237,7088,701.6979621920462,687.6335443462581,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
119,750.0,43.0,705.6331317949237,5332,670.4163818553365,702.2716741801357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120,695.0,40.0,705.6331317949237,12376,670.4163818553365,702.2716741801357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
121,630.0,54.0,684.7290276328325,32432,670.4163818553365,673.696037921879,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
122,750.0,90.0,700.3420445563922,26401,670.4163818553365,702.2716741801357,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
